DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4022991,Erythromycin,114-07-8,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-3,
5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione (non-preferred name)",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",C37H67NO13,733.937,733.461241,195,15323,235,6,1,19/946,2.0,946
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20935840,6-(3-Hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,157998-92-0,BSXCHPRMOOSCRM-UHFFFAOYSA-N,6-(3-Hydroxybutan-2-yl)-5-(hydroxymethyl)-4-methoxy-2H-pyran-2-one,COC1=CC(=O)OC(C(C)C(C)O)=C1CO,"InChI=1S/C11H16O5/c1-6(7(2)13)11-8(5-12)9(15-3)4-10(14)16-11/h4,6-7,12-13H,5H2,1-3H3",C11H16O5,228.244,228.099774,6,,27,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1044013,Dihydroergocornine,25447-65-8,SEALOBQTUQIVGU-QNIJNHAOSA-N,"12'-Hydroxy-3',6',18-trioxo-2',5'alpha-di(propan-2-yl)-10alpha-9,10-dihydroergotaman",CC(C)[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,"InChI=1S/C31H41N5O5/c1-16(2)26-28(38)35-11-7-10-24(35)31(40)36(26)29(39)30(41-31,17(3)4)33-27(37)19-12-21-20-8-6-9-22-25(20)18(14-32-22)13-23(21)34(5)15-19/h6,8-9,14,16-17,19,21,23-24,26,32,40H,7,10-13,15H2,1-5H3,(H,33,37)/t19-,21-,23-,24+,26+,30-,31+/m1/s1",C31H41N5O5,563.699,563.310769,33,31,39,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00940533,"Methyl 4,6'-dimethoxy-6-methyl-3,4'-dioxo-3H-spiro[1-benzofuran-2,1'-cyclohexa[2,5]diene]-2'-carboxylate",1900-29-4,KMZYINVXZDQCKC-UHFFFAOYSA-N,"Methyl 4,6'-dimethoxy-6-methyl-3,4'-dioxo-3H-spiro[[1]benzofuran-2,1'-cyclohexa[2,5]diene]-2'-carboxylate",COC(=O)C1=CC(=O)C=C(OC)C11OC2=CC(C)=CC(OC)=C2C1=O,"InChI=1S/C18H16O7/c1-9-5-12(22-2)15-13(6-9)25-18(16(15)20)11(17(21)24-4)7-10(19)8-14(18)23-3/h5-8H,1-4H3",C18H16O7,344.319,344.089603,6,,15,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10166222,Fusidienol,157173-61-0,LJNGMSGIOXTZLN-UHFFFAOYSA-N,"Methyl 7-hydroxy-3-(hydroxymethyl)-6-oxo-6H-oxepino[2,3-b][1]benzopyran-5-carboxylate",COC(=O)C1=CC(CO)=COC2=C1C(=O)C1=C(O)C=CC=C1O2,"InChI=1S/C16H12O7/c1-21-15(20)9-5-8(6-17)7-22-16-12(9)14(19)13-10(18)3-2-4-11(13)23-16/h2-5,7,17-18H,6H2,1H3",C16H12O7,316.265,316.058303,13,2,16,,4, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20891816,Roquefortine C,58735-64-1,SPWSUFUPTSJWNG-JJUKSXGLSA-N,"(3E,5aS,10bR,11aS)-3-[(1H-Imidazol-4-yl)methylidene]-10b-(2-methylbut-3-en-2-yl)-6,10b,11,11a-tetrahydro-2H-pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-1,4(3H,5aH)-dione",[H][C@@]12C[C@]3(C4=CC=CC=C4N[C@@]3([H])N1C(=O)\C(NC2=O)=C/C1=CNC=N1)C(C)(C)C=C,"InChI=1S/C22H23N5O2/c1-4-21(2,3)22-10-17-18(28)25-16(9-13-11-23-12-24-13)19(29)27(17)20(22)26-15-8-6-5-7-14(15)22/h4-9,11-12,17,20,26H,1,10H2,2-3H3,(H,23,24)(H,25,28)/b16-9+/t17-,20-,22+/m0/s1",C22H23N5O2,389.459,389.185175,33,,17,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60956110,"1-Hydroxy-3-{[2-(2-methylbut-3-en-2-yl)-1H-indol-3-yl]methyl}-6,7,8,8a-tetrahydropyrrolo[1,2-a]pyrazin-4(3H)-one",34610-68-9,KUGNSEAHJVSMAJ-IRXDYDNUSA-N,"(3S,8aS)-1-Hydroxy-3-{[2-(2-methylbut-3-en-2-yl)-1H-indol-3-yl]methyl}-6,7,8,8a-tetrahydropyrrolo[1,2-a]pyrazin-4(3H)-one",[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=C(NC3=CC=CC=C13)C(C)(C)C=C)N=C2O,"InChI=1S/C21H25N3O2/c1-4-21(2,3)18-14(13-8-5-6-9-15(13)22-18)12-16-20(26)24-11-7-10-17(24)19(25)23-16/h4-6,8-9,16-17,22H,1,7,10-12H2,2-3H3,(H,23,25)/t16-,17-/m0/s1",C21H25N3O2,351.45,351.194677,12,,24,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10891865,Deoxynivalenol-3-O-glucoside,131180-21-7,PUMXWMGECQIOGB-SMSDQXDJSA-N,"7alpha,15-Dihydroxy-8-oxo-12,13-epoxytrichothec-9-en-3alpha-yl beta-D-glucopyranoside",[H][C@@]12O[C@]3([H])C=C(C)C(=O)[C@@H](O)[C@]3(CO)[C@@](C)(C[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@]21CO1,"InChI=1S/C21H30O11/c1-8-3-11-20(6-23,16(28)12(8)24)19(2)4-9(17(32-11)21(19)7-29-21)30-18-15(27)14(26)13(25)10(5-22)31-18/h3,9-11,13-18,22-23,25-28H,4-7H2,1-2H3/t9-,10-,11-,13-,14+,15-,16-,17-,18-,19-,20-,21+/m1/s1",C21H30O11,458.46,458.178812,20,,18,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40891792,Walleminone,221536-63-6,NGQXJSTYWWTPOG-VGYDOTAVSA-N,"(1R,4S,5S,6R,9R)-5,6-Dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",C[C@H]1[C@H](O)[C@H](O)CC(=C)[C@@H]2CC(C)(C)[C@@H]2CC1=O,"InChI=1S/C15H24O3/c1-8-5-13(17)14(18)9(2)12(16)6-11-10(8)7-15(11,3)4/h9-11,13-14,17-18H,1,5-7H2,2-4H3/t9-,10+,11-,13-,14+/m1/s1",C15H24O3,252.354,252.172545,11,,8,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40980175,"5b-Hydroxy-2,2,13b,13c-tetramethyl-10-(3-methylbut-2-en-1-yl)-2,3,5b,6,7,7a,8,13,13b,13c,14,15-dodecahydro-4H-3,15a-epoxy[1]benzoxepino[6',7':6,7]indeno[1,2-b]indol-4-one",63722-90-7,WCISYVSWAOUFIY-UHFFFAOYSA-N,"5b-Hydroxy-2,2,13b,13c-tetramethyl-10-(3-methylbut-2-en-1-yl)-2,3,5b,6,7,7a,8,13,13b,13c,14,15-dodecahydro-4H-3,15a-epoxy[1]benzoxepino[6',7':6,7]indeno[1,2-b]indol-4-one",CC(C)=CCC1=CC2=C(NC3=C2CC2CCC4(O)C5=CC(=O)C6OC5(CCC4(C)C32C)OC6(C)C)C=C1,"InChI=1S/C32H39NO4/c1-18(2)7-8-19-9-10-23-21(15-19)22-16-20-11-12-31(35)25-17-24(34)27-28(3,4)37-32(25,36-27)14-13-29(31,5)30(20,6)26(22)33-23/h7,9-10,15,17,20,27,33,35H,8,11-14,16H2,1-6H3",C32H39NO4,501.667,501.287909,7,,6,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80961903,"2,2',5,5',8-Pentahydroxy-6,6',8'-trimethoxy-2,2'-dimethyl-2,2',3,3'-tetrahydro-4H,4'H-[7,10'-binaphtho[2,3-b]pyran]-4,4'-dione",41689-66-1,BAIJEJFONPISHA-UHFFFAOYSA-N,"2,2',5,5',8-Pentahydroxy-6,6',8'-trimethoxy-2,2'-dimethyl-2,2',3,3'-tetrahydro-4H,4'H-[7,10'-binaphtho[2,3-b]pyran]-4,4'-dione",COC1=CC2=C(C(O)=C3C(=O)CC(C)(O)OC3=C2C2=C(O)C=C3C=C4OC(C)(O)CC(=O)C4=C(O)C3=C2OC)C(OC)=C1,"InChI=1S/C31H28O12/c1-30(37)10-16(33)23-19(42-30)7-12-6-15(32)24(28(41-5)20(12)26(23)35)22-14-8-13(39-3)9-18(40-4)21(14)27(36)25-17(34)11-31(2,38)43-29(22)25/h6-9,32,35-38H,10-11H2,1-5H3",C31H28O12,592.553,592.158076,7,,14,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20992337,"2,5,5'-Trihydroxy-6,6',8,8'-tetramethoxy-2,2'-dimethyl-2,3-dihydro-4H,4'H-[7,10'-binaphtho[2,3-b]pyran]-4,4'-dione",71722-01-5,XQLGSHUQZMPBGG-UHFFFAOYSA-N,"2,5,5'-Trihydroxy-6,6',8,8'-tetramethoxy-2,2'-dimethyl-2,3-dihydro-4H,4'H-[7,10'-binaphtho[2,3-b]pyran]-4,4'-dione",COC1=CC2=C(C(O)=C3C(=O)C=C(C)OC3=C2C2=C(OC)C=C3C=C4OC(C)(O)CC(=O)C4=C(O)C3=C2OC)C(OC)=C1,"InChI=1S/C32H28O11/c1-13-7-17(33)26-29(36)23-16(10-15(38-3)11-20(23)40-5)24(31(26)42-13)27-19(39-4)8-14-9-21-25(18(34)12-32(2,37)43-21)28(35)22(14)30(27)41-6/h7-11,35-37H,12H2,1-6H3",C32H28O11,588.565,588.163162,8,,17,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80891812,Meleagrin,71751-77-4,JTJJJLSLKZFEPJ-ZAYCRUKZSA-N,"(3E,7aR,12aS)-6-Hydroxy-3-[(1H-imidazol-4-yl)methylidene]-12-methoxy-7a-(2-methylbut-3-en-2-yl)-7a,12-dihydro-1H,5H-imidazo[1',2':1,2]pyrido[2,3-b]indole-2,5(3H)-dione",CON1C2=CC=CC=C2[C@@]2(C=C(O)C(=O)N3\C(=C\C4=CNC=N4)C(=O)N[C@@]123)C(C)(C)C=C,"InChI=1S/C23H23N5O4/c1-5-21(2,3)22-11-18(29)20(31)27-17(10-14-12-24-13-25-14)19(30)26-23(22,27)28(32-4)16-9-7-6-8-15(16)22/h5-13,29H,1H2,2-4H3,(H,24,25)(H,26,30)/b17-10+/t22-,23-/m0/s1",C23H23N5O4,433.468,433.175004,20,,27,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30987517,"4,6,8-Trihydroxy-3a,12a-dihydroanthra[2,3-b]furo[3,2-d]furan-5,10-dione",6807-96-1,SJNDYXPJRUTLNW-UHFFFAOYSA-N,"4,6,8-Trihydroxy-3a,12a-dihydroanthra[2,3-b]furo[3,2-d]furan-5,10-dione",OC1=CC2=C(C(O)=C1)C(=O)C1=C(O)C3=C(OC4OC=CC34)C=C1C2=O,"InChI=1S/C18H10O7/c19-6-3-8-12(10(20)4-6)16(22)14-9(15(8)21)5-11-13(17(14)23)7-1-2-24-18(7)25-11/h1-5,7,18-20,23H",C18H10O7,338.271,338.042653,13,,13,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4046363,Chromomycin A3,7059-24-7,VWUDFIOZFAFOMW-QUOOOCNJSA-N,"(1S)-1-C-[(2S,3S)-3-{[4-O-Acetyl-2,6-dideoxy-3-C-methyl-alpha-L-arabino-hexopyranosyl-(1->3)-2,6-dideoxy-beta-D-arabino-hexopyranosyl-(1->3)-2,6-dideoxy-beta-D-arabino-hexopyranosyl]oxy}-7-{[4-O-carbo
xy-2,6-dideoxy-3-O-(2,6-dideoxy-4-O-methyl-alpha-D-lyxo-hexopyranosyl)-beta-D-lyxo-hexopyranosyl]oxy}-5,10-dihydroxy-6-methyl-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl]-5-deoxy-1-O-methyl-D-xylulose",CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(O)=O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@@H](OC(C)=O)[C@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,"InChI=1S/C56H80O27/c1-20-32(78-38-18-35(51(25(6)75-38)83-55(67)68)81-36-15-31(59)50(70-10)24(5)74-36)14-29-12-28-13-30(52(71-11)49(66)44(61)21(2)57)53(48(65)42(28)47(64)41(29)43(20)60)82-39-17-33(45(62)23(4)73-39)79-37-16-34(46(63)22(3)72-37)80-40-19-56(9,69)54(26(7)76-40)77-27(8)58/h12,14,21-26,30-31,33-40,44-46,50-54,57,59-64,69H,13,15-19H2,1-11H3,(H,67,68)/t21-,22-,23-,24-,25-,26+,30+,31-,33-,34-,35-,36-,37+,38+,39+,40+,44+,45-,46-,50+,51+,52+,53+,54+,56+/m1/s1",C56H80O27,1185.229,1184.488697,56,256,8,,2,28/79,35.0,79
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9023413,Paclitaxel,33069-62-4,RCINICONZNJXQF-MZXODVADSA-N,"4,10beta-Bis(acetyloxy)-13alpha-{[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy}-1,7beta-dihydroxy-9-oxo-4alpha,5beta-5,20-epoxytax-11-en-2alpha-yl benzoate",[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35-,36+,37+,38-,40-,45+,46-,47+/m0/s1",C47H51NO14,853.918,853.330955,139,22139,313,1,1,21/79,27.0,79
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60891815,Koninginin A,125291-65-8,GBDGOAVPCDIMFE-SBOZNWLOSA-N,"(2S,3S,5aS,6S,9R,9aS)-2-Hexyloctahydro-2H-3,9a-epoxy-1-benzoxepine-6,9-diol",[H][C@]12CC[C@@]3([H])[C@@H](O)CC[C@@H](O)[C@@]3(O[C@H]1CCCCCC)O2,"InChI=1S/C16H28O4/c1-2-3-4-5-6-13-14-9-7-11-12(17)8-10-15(18)16(11,19-13)20-14/h11-15,17-18H,2-10H2,1H3/t11-,12-,13-,14-,15+,16-/m0/s1",C16H28O4,284.396,284.198759,12,,8,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00993665,"N-[10b-Hydroxy-2-methyl-5-(2-methylpropyl)-3,6-dioxooctahydro-8H-[1,3]oxazolo[3,2-a]pyrrolo[2,1-c]pyrazin-2-yl]-6-methylergoline-8-carboximidic acid",7288-61-1,XWMMZDZUHSYSPU-ZADNKJPOSA-N,"N-[(2R,5S,10aS,10bS)-10b-Hydroxy-2-methyl-5-(2-methylpropyl)-3,6-dioxooctahydro-8H-[1,3]oxazolo[3,2-a]pyrrolo[2,1-c]pyrazin-2-yl]-6-methylergoline-8beta-carboximidic acid",[H][C@@]12CCCN1C(=O)[C@]([H])(CC(C)C)N1C(=O)[C@@](C)(O[C@@]21O)N=C(O)[C@@]1([H])CN(C)[C@]2([H])CC3=CNC4=CC=CC(=C34)[C@@]2([H])C1,"InChI=1S/C30H39N5O5/c1-16(2)11-23-27(37)34-10-6-9-24(34)30(39)35(23)28(38)29(3,40-30)32-26(36)18-12-20-19-7-5-8-21-25(19)17(14-31-21)13-22(20)33(4)15-18/h5,7-8,14,16,18,20,22-24,31,39H,6,9-13,15H2,1-4H3,(H,32,36)/t18-,20-,22-,23+,24+,29-,30+/m1/s1",C30H39N5O5,549.672,549.295119,11,,6,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3020382,Vomitoxin,51481-10-8,LINOMUASTDIRTM-QGRHZQQGSA-N,"3alpha,7alpha,15-Trihydroxy-12,13-epoxytrichothec-9-en-8-one",[H][C@@]12O[C@]3([H])C=C(C)C(=O)[C@@H](O)[C@]3(CO)[C@@](C)(C[C@H]1O)[C@]21CO1,"InChI=1S/C15H20O6/c1-7-3-9-14(5-16,11(19)10(7)18)13(2)4-8(17)12(21-9)15(13)6-20-15/h3,8-9,11-12,16-17,19H,4-6H2,1-2H3/t8-,9-,11-,12-,13-,14-,15+/m1/s1",C15H20O6,296.319,296.125988,77,1506,67,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID201000427,"16-Amino-12,13,15-trihydroxy-4-(1-hydroxy-2-methylbutyl)-6-methylhexadecane-1,2,3-tricarboxylic acid",79367-52-5,JUDLIJIPXOXXNS-IMJXSTNRSA-N,"(2R,6S,12R,13S,15S)-16-Amino-12,13,15-trihydroxy-4-[(1R,2R)-1-hydroxy-2-methylbutyl]-6-methylhexadecane-1,2,3-tricarboxylic acid",[H][C@](C)(CCCCC[C@@]([H])(O)[C@@]([H])(O)C[C@]([H])(O)CN)CC([H])([C@]([H])(O)[C@]([H])(C)CC)C([H])(C(O)=O)[C@@]([H])(CC(O)=O)C(O)=O,"InChI=1S/C25H47NO10/c1-4-15(3)23(32)17(22(25(35)36)18(24(33)34)12-21(30)31)10-14(2)8-6-5-7-9-19(28)20(29)11-16(27)13-26/h14-20,22-23,27-29,32H,4-13,26H2,1-3H3,(H,30,31)(H,33,34)(H,35,36)/t14-,15+,16-,17?,18+,19+,20-,22?,23+/m0/s1",C25H47NO10,521.648,521.319997,4,,5,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00182193,Kotanin,27909-08-6,CSJOUDOXDHMIAH-UHFFFAOYSA-N,"4,4',7,7'-Tetramethoxy-5,5'-dimethyl-2H,2'H-[8,8'-bi-1-benzopyran]-2,2'-dione",COC1=CC(=O)OC2=C1C(C)=CC(OC)=C2C1=C(OC)C=C(C)C2=C1OC(=O)C=C2OC,"InChI=1S/C24H22O8/c1-11-7-13(27-3)21(23-19(11)15(29-5)9-17(25)31-23)22-14(28-4)8-12(2)20-16(30-6)10-18(26)32-24(20)22/h7-10H,1-6H3",C24H22O8,438.432,438.131468,15,,21,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90891803,Brevianamide A,23402-09-7,MWOFPQAPILIIPR-DJJZHVJBSA-N,"(2'R,5aR,8aS,9aR)-8,8-Dimethyl-2,3,8a,9-tetrahydro-1H,5H,6H,8H-spiro[5a,9a-(epiminomethano)cyclopenta[f]indolizine-7,2'-indole]-3',5,10(1'H)-trione",CC1(C)[C@@H]2C[C@@]34CCCN3C(=O)[C@]2(C[C@@]11NC2=CC=CC=C2C1=O)NC4=O,"InChI=1S/C21H23N3O3/c1-18(2)14-10-19-8-5-9-24(19)17(27)20(14,23-16(19)26)11-21(18)15(25)12-6-3-4-7-13(12)22-21/h3-4,6-7,14,22H,5,8-11H2,1-2H3,(H,23,26)/t14-,19+,20+,21-/m0/s1",C21H23N3O3,365.433,365.173942,21,,15,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7022883,Daunorubicin,20830-81-3,STQGQHZAVUOBTE-VGBVRHCVSA-N,"(1S,3S)-3-Acetyl-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-lyxo-hexopyranoside",COC1=C2C(=O)C3=C(O)C4=C(C[C@](O)(C[C@@H]4O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C(C)=O)C(O)=C3C(=O)C2=CC=C1,"InChI=1S/C27H29NO10/c1-10-22(30)14(28)7-17(37-10)38-16-9-27(35,11(2)29)8-13-19(16)26(34)21-20(24(13)32)23(31)12-5-4-6-15(36-3)18(12)25(21)33/h4-6,10,14,16-17,22,30,32,34-35H,7-9,28H2,1-3H3/t10-,14-,16-,17-,22+,27-/m0/s1",C27H29NO10,527.526,527.179146,137,7486,191,,1,127/235,54.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60307845,"1,2,7-trihydroxy-3-methoxy-6,8,8,9-tetramethyl-9H-phenaleno[1,2-b]furan-4-one",35943-23-8,GBRUZCJJJDUMPQ-UHFFFAOYSA-N,"2,4,7-Trihydroxy-3-methoxy-6,8,8,9-tetramethyl-8,9-dihydro-1H-phenaleno[1,2-b]furan-1-one",COC1=C(O)C(=O)C2=C3OC(C)C(C)(C)C3=C(O)C3=C(C)C=C(O)C1=C23,"InChI=1S/C20H20O6/c1-7-6-9(21)11-12-10(7)15(22)14-18(26-8(2)20(14,3)4)13(12)16(23)17(24)19(11)25-5/h6,8,21-22,24H,1-5H3",C20H20O6,356.374,356.125988,12,,4,,5, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70893244,Ergocryptine,511-09-1,YDOTUXAWKBPQJW-NSLWYYNWSA-N,"12'-Hydroxy-5'alpha-(2-methylpropyl)-3',6',18-trioxo-2'-(propan-2-yl)ergotaman",[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C,"InChI=1S/C32H41N5O5/c1-17(2)12-25-29(39)36-11-7-10-26(36)32(41)37(25)30(40)31(42-32,18(3)4)34-28(38)20-13-22-21-8-6-9-23-27(21)19(15-33-23)14-24(22)35(5)16-20/h6,8-9,13,15,17-18,20,24-26,33,41H,7,10-12,14,16H2,1-5H3,(H,34,38)/t20-,24-,25+,26+,31-,32+/m1/s1",C32H41N5O5,575.71,575.310769,38,,67,,, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20891856,Fumonisin B3,136379-59-4,CPCRJSQNWHCGOP-KUHXKYQKSA-N,"2,2'-{[(5R,6R,7S,9S,11R,18R,19S)-19-Amino-11,18-dihydroxy-5,9-dimethylicosane-6,7-diyl]bis[oxy(2-oxoethane-2,1-diyl)]}dibutanedioic acid",CCCC[C@@H](C)[C@@H](OC(=O)CC(CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCCCC[C@@H](O)[C@H](C)N)OC(=O)CC(CC(O)=O)C(O)=O,"InChI=1S/C34H59NO14/c1-5-6-11-21(3)32(49-31(43)19-24(34(46)47)17-29(40)41)27(48-30(42)18-23(33(44)45)16-28(38)39)15-20(2)14-25(36)12-9-7-8-10-13-26(37)22(4)35/h20-27,32,36-37H,5-19,35H2,1-4H3,(H,38,39)(H,40,41)(H,44,45)(H,46,47)/t20-,21+,22-,23?,24?,25+,26+,27-,32+/m0/s1",C34H59NO14,705.839,705.393556,32,,11,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40891813,Solaniol,36519-25-2,TVZHDVCTOCZDNE-XERHNWJPSA-N,"3,8-Dihydroxy-3alpha,4beta,5alpha,8alpha-12,13-epoxytrichothec-9-ene-4,15-diyl diacetate",[H][C@@]12O[C@]3([H])C=C(C)[C@@H](O)C[C@]3(COC(C)=O)[C@](C)([C@H](OC(C)=O)[C@H]1O)[C@]21CO1,"InChI=1S/C19H26O8/c1-9-5-13-18(6-12(9)22,7-24-10(2)20)17(4)15(26-11(3)21)14(23)16(27-13)19(17)8-25-19/h5,12-16,22-23H,6-8H2,1-4H3/t12-,13+,14+,15+,16+,17-,18+,19-/m0/s1",C19H26O8,382.409,382.162768,25,,2,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40923744,"Carbonic acid, 2-(12-(2-(benzoyloxy)propyl)-3,10-dihydro-4,9-dihydroxy-2,6,7,11-tetramethoxy-3,10-dioxo-1-perylenyl)-1-methylethyl 4-hydroxyphenyl ester",121263-19-2,SRJYZPCBWDVSGO-NHCUHLMSSA-N,"(2R)-1-{4,9-Dihydroxy-12-[(2R)-2-{[(4-hydroxyphenoxy)carbonyl]oxy}propyl]-2,6,7,11-tetramethoxy-3,10-dioxo-3,10-dihydroperylen-1-yl}propan-2-yl benzoate",COC1=CC(O)=C2C(=O)C(OC)=C(C[C@@H](C)OC(=O)OC3=CC=C(O)C=C3)C3=C2C1=C1C(OC)=CC(O)=C2C(=O)C(OC)=C(C[C@@H](C)OC(=O)C4=CC=CC=C4)C3=C12,"InChI=1S/C44H38O14/c1-20(56-43(50)22-10-8-7-9-11-22)16-25-31-32-26(17-21(2)57-44(51)58-24-14-12-23(45)13-15-24)42(55-6)40(49)34-28(47)19-30(53-4)36(38(32)34)35-29(52-3)18-27(46)33(37(31)35)39(48)41(25)54-5/h7-15,18-21,45-47H,16-17H2,1-6H3/t20-,21-/m1/s1",C44H38O14,790.774,790.226156,18,,66,,1, ,,
